index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.dw.com/de/wie-die-klimakrise-die-energieversorgung-gef%C3%A4hrdet/a-60747307,https://www.dw.com/de/wie-die-klimakrise-die-energieversorgung-gef%C3%A4hrdet/a-60747307,0,www.dw.com,Wie die Klimakrise die Energieversorgung gefährdet | Wissen & Umwelt | DW | 21.02.2022,"Ob Hitze oder Starkregen: Die Folgen des Klimawandels bedrohen unsere Energiesicherheit. Besonders risikoanfällig: Öl, Gas und Atomenergie. Was heißt das für die Zukunft? ",https://static.dw.com/image/58087043_6.jpg,2022-02-21T01:51:17Z,https://web.archive.org/web/20220221015117/https://www.dw.com/de/wie-die-klimakrise-die-energieversorgung-gef%C3%A4hrdet/a-60747307,,,de,'Gas'
